"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"914",260380,22000," 60 months",14.16,513.73,"C2","n/a","MORTGAGE",51404,"Verified","No Default","debt_consolidation",8.85,0
"915",491805,7200," 36 months",13.33,243.75,"C3","10+ years","RENT",55000,"Not Verified","No Default","debt_consolidation",18.07,0
"916",565170,8000," 36 months",7.89,250.29,"A5","10+ years","MORTGAGE",30000,"Source Verified","No Default","credit_card",9.71,6
"917",320536,12000," 36 months",6.24,366.37,"A2","3 years","MORTGAGE",56000,"Not Verified","No Default","debt_consolidation",19.98,0
"918",48581,10000," 60 months",14.99,237.85,"C5","10+ years","MORTGAGE",58000,"Source Verified","No Default","debt_consolidation",33.64,3
"919",557799,30000," 60 months",14.65,708.2,"C5","10+ years","OWN",1e+05,"Source Verified","No Default","debt_consolidation",25.65,0
"920",163781,25000," 36 months",15.33,870.71,"D3","10+ years","MORTGAGE",140000,"Not Verified","No Default","small_business",23.81,0
"921",118947,13000," 36 months",12.29,433.59,"C1","< 1 year","RENT",50000,"Not Verified","No Default","debt_consolidation",15.67,0
"922",445835,12000," 36 months",5.32,361.38,"A1","7 years","MORTGAGE",160000,"Not Verified","No Default","credit_card",6.37,0
"923",160057,25000," 60 months",13.99,581.58,"C4","10+ years","MORTGAGE",70000,"Source Verified","No Default","debt_consolidation",29.74,1
"924",84554,1500," 36 months",11.99,49.82,"C1","8 years","RENT",40000,"Source Verified","No Default","credit_card",10.66,1
"925",204654,26250," 36 months",12.49,878.04,"B5","3 years","MORTGAGE",125000,"Source Verified","No Default","debt_consolidation",19.06,0
"926",119604,23800," 60 months",16.55,585.75,"D2","10+ years","MORTGAGE",59800,"Not Verified","No Default","credit_card",36.56,0
"927",103136,11775," 36 months",13.35,398.74,"C2","5 years","MORTGAGE",92000,"Source Verified","No Default","debt_consolidation",13.32,1
"928",590054,20000," 60 months",13.11,456.19,"B4","8 years","MORTGAGE",58000,"Verified","Default","other",22.75,0
"929",386639,4600," 36 months",15.59,160.8,"D1","9 years","RENT",45000,"Not Verified","No Default","debt_consolidation",16.93,0
"930",482297,12000," 36 months",12.99,404.27,"C1","n/a","MORTGAGE",66000,"Verified","No Default","home_improvement",18.84,0
"931",132507,15000," 36 months",12.12,499.08,"B3","6 years","RENT",39000,"Verified","Default","debt_consolidation",23.22,0
"932",25109,18000," 60 months",10.49,386.81,"B3","8 years","MORTGAGE",129000,"Source Verified","No Default","major_purchase",11.37,0
"933",139685,20000," 60 months",12.69,451.9,"C2","10+ years","MORTGAGE",120000,"Verified","No Default","debt_consolidation",21.47,2
"934",212484,10300," 36 months",10.15,333.08,"B2","5 years","RENT",30000,"Source Verified","No Default","debt_consolidation",32.44,0
"935",72377,24000," 60 months",14.16,560.44,"C2","3 years","MORTGAGE",95000,"Verified","No Default","debt_consolidation",12.27,0
"936",7222,35000," 36 months",8.39,1103.09,"A5","8 years","RENT",105000,"Verified","No Default","credit_card",17.7,0
"937",13816,8325," 36 months",14.99,288.55,"C5","< 1 year","MORTGAGE",40000,"Verified","No Default","debt_consolidation",16.26,1
"938",112307,18075," 36 months",15.61,631.99,"D1","10+ years","MORTGAGE",140000,"Not Verified","No Default","debt_consolidation",6.37,0
"939",402291,14700," 60 months",14.65,347.02,"C5","4 years","RENT",35000,"Source Verified","No Default","credit_card",14.27,0
"940",262101,14500," 36 months",7.89,453.65,"A5","3 years","RENT",87000,"Source Verified","No Default","debt_consolidation",22.06,0
"941",568685,10800," 36 months",12.49,361.25,"B4","4 years","MORTGAGE",28000,"Source Verified","No Default","debt_consolidation",21.43,0
"942",533849,5000," 36 months",9.17,159.4,"B2","< 1 year","RENT",30940,"Not Verified","No Default","credit_card",26.3,0
"943",177911,20375," 36 months",8.9,646.98,"A5","10+ years","MORTGAGE",84000,"Source Verified","No Default","debt_consolidation",19.99,0
"944",490849,28550," 60 months",20.99,772.22,"E4","10+ years","MORTGAGE",83500,"Verified","Default","debt_consolidation",31.37,0
"945",75369,5800," 36 months",13.98,198.18,"C1","2 years","OWN",35000,"Source Verified","No Default","debt_consolidation",20.1,0
"946",405299,11700," 36 months",17.1,417.72,"C5","7 years","MORTGAGE",34902,"Verified","No Default","debt_consolidation",21.39,0
"947",509078,4000," 36 months",16.99,142.6,"D3","9 years","MORTGAGE",41000,"Verified","No Default","debt_consolidation",24.03,0
"948",86969,8375," 36 months",13.99,286.2,"C4","1 year","RENT",30000,"Not Verified","No Default","major_purchase",10.52,1
"949",458221,11100," 60 months",16.99,275.81,"D3","5 years","RENT",50000,"Source Verified","No Default","debt_consolidation",18.27,0
"950",68139,1500," 36 months",14.31,51.5,"C4","2 years","RENT",25000,"Not Verified","No Default","other",10.75,0
"951",46691,14000," 60 months",15.61,337.56,"D1","8 years","RENT",93000,"Not Verified","No Default","debt_consolidation",13.42,0
"952",442870,10000," 36 months",16.29,353.01,"C4","10+ years","RENT",60000,"Source Verified","Default","debt_consolidation",13.6,1
"953",609889,16000," 60 months",16.29,391.56,"D2","2 years","RENT",95000,"Verified","No Default","major_purchase",27.6,6
"954",593043,13500," 60 months",11.44,296.5,"B4","n/a","OWN",45000,"Verified","No Default","credit_card",14.03,0
"955",265468,22000," 60 months",19.52,577.01,"D4","10+ years","MORTGAGE",50000,"Verified","No Default","debt_consolidation",19.42,0
"956",498603,25000," 36 months",11.99,830.24,"B3","10+ years","MORTGAGE",85000,"Source Verified","No Default","credit_card",17.24,0
"957",467214,6000," 36 months",10.99,196.41,"B4","2 years","RENT",35560,"Source Verified","No Default","debt_consolidation",32.5,0
"958",153161,10700," 36 months",11.14,351.02,"B2","5 years","MORTGAGE",65000,"Verified","Default","debt_consolidation",25.01,0
"959",526058,11500," 36 months",11.49,379.17,"B5","10+ years","RENT",32000,"Source Verified","No Default","debt_consolidation",8.45,1
"960",473101,20275," 60 months",15.99,492.95,"D2","8 years","RENT",40770.35,"Source Verified","No Default","debt_consolidation",34.93,0
"961",240206,21600," 36 months",9.17,688.59,"B2","2 years","RENT",92000,"Source Verified","No Default","credit_card",24.43,0
"962",125030,10000," 36 months",11.99,332.1,"B3","10+ years","MORTGAGE",67500,"Not Verified","Default","credit_card",25.1,0
"963",165070,4000," 36 months",6.99,123.5,"A3","< 1 year","OWN",55200,"Not Verified","No Default","credit_card",8.87,0
"964",558713,6000," 36 months",9.67,192.68,"B1","7 years","RENT",45892,"Source Verified","No Default","credit_card",22.65,0
"965",540215,20000," 60 months",12.69,451.9,"C2","10+ years","MORTGAGE",60000,"Not Verified","No Default","debt_consolidation",28.51,1
"966",16690,3600," 36 months",11.53,118.77,"B5","2 years","RENT",52000,"Verified","No Default","debt_consolidation",2.47,1
"967",486578,25000," 60 months",8.18,509.07,"B1","2 years","MORTGAGE",55000,"Source Verified","No Default","debt_consolidation",12.02,1
"968",230374,10000," 36 months",7.69,311.94,"A4","n/a","MORTGAGE",52000,"Verified","No Default","credit_card",23.08,1
"969",130095,6000," 36 months",11.53,197.95,"B5","2 years","RENT",152000,"Verified","No Default","debt_consolidation",12.54,0
"970",227721,10000," 36 months",11.53,329.91,"B5","n/a","MORTGAGE",28800,"Verified","No Default","credit_card",13.92,1
"971",389983,20225," 60 months",18.49,518.99,"E2","5 years","RENT",46000,"Verified","No Default","debt_consolidation",26.61,0
"972",291508,17000," 36 months",10.99,556.48,"B4","2 years","RENT",40000,"Not Verified","No Default","debt_consolidation",19.92,0
"973",397665,15375," 60 months",19.99,407.26,"E1","1 year","OWN",55000,"Source Verified","No Default","debt_consolidation",16.76,0
"974",295178,12000," 60 months",12.59,270.53,"C2","< 1 year","RENT",29000,"Source Verified","No Default","credit_card",18.13,0
"975",346789,14500," 60 months",8.19,295.33,"A5","4 years","RENT",40000,"Source Verified","No Default","credit_card",20.4,0
"976",181026,20000," 36 months",12.29,667.06,"C1","6 years","MORTGAGE",58000,"Verified","No Default","debt_consolidation",27.25,0
"977",203248,4800," 36 months",11.34,157.92,"C2","< 1 year","RENT",28000,"Not Verified","No Default","educational",5.14,0
"978",35230,8700," 36 months",16.49,307.98,"D3","10+ years","MORTGAGE",38000,"Not Verified","No Default","debt_consolidation",22.49,0
"979",417857,17000," 36 months",8.18,534.14,"B1","3 years","RENT",140000,"Not Verified","No Default","debt_consolidation",9.82,0
"980",296605,6000," 36 months",10.49,194.99,"B3","< 1 year","OWN",65000,"Not Verified","No Default","credit_card",15.62,0
"981",346742,24000," 36 months",12.12,798.52,"B3","3 years","RENT",75000,"Source Verified","No Default","debt_consolidation",13.66,0
"982",328154,15000," 36 months",6.62,460.56,"A2","5 years","RENT",60000,"Source Verified","No Default","debt_consolidation",28.78,0
"983",581739,12000," 60 months",11.53,264.1,"B5","n/a","OWN",40000,"Not Verified","No Default","home_improvement",0.75,0
"984",261170,15000," 60 months",17.57,377.41,"D4","3 years","RENT",45000,"Source Verified","No Default","credit_card",19.49,0
"985",265292,20000," 60 months",8.19,407.35,"A5","4 years","MORTGAGE",112000,"Source Verified","No Default","debt_consolidation",12.35,0
"986",590538,2000," 36 months",16.55,70.86,"D2","n/a","RENT",15136.32,"Verified","No Default","debt_consolidation",32.04,0
"987",211877,14400," 60 months",9.17,300.11,"B2","10+ years","RENT",85000,"Source Verified","No Default","debt_consolidation",5.45,0
"988",407334,24575," 60 months",16.78,607.85,"C5","1 year","MORTGAGE",56000,"Verified","No Default","credit_card",16.2,0
"989",245741,24000," 60 months",12.05,534.48,"C1","10+ years","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",19.05,0
"990",32426,9000," 36 months",11.53,296.92,"B5","2 years","MORTGAGE",48000,"Source Verified","No Default","credit_card",25.68,0
"991",18328,35000," 36 months",14.65,1207.3,"C5","4 years","RENT",92815,"Verified","No Default","credit_card",35.44,0
"992",376929,5000," 36 months",9.99,161.32,"B3","< 1 year","RENT",20000,"Source Verified","No Default","debt_consolidation",13.21,0
"993",15530,6000," 36 months",18.49,218.4,"D2","9 years","MORTGAGE",65000,"Not Verified","No Default","house",24.59,1
"994",480014,13625," 36 months",11.44,448.91,"B4","7 years","MORTGAGE",45000,"Not Verified","No Default","credit_card",26.53,0
"995",69246,14475," 36 months",13.99,494.66,"C4","5 years","MORTGAGE",57800,"Source Verified","No Default","debt_consolidation",32.54,1
"996",96718,18525," 36 months",15.88,650.19,"C4","1 year","MORTGAGE",42000,"Verified","No Default","debt_consolidation",12.97,1
"997",355880,10000," 36 months",7.26,309.97,"A4","10+ years","MORTGAGE",40000,"Source Verified","No Default","medical",20.19,1
"998",405379,17000," 36 months",14.65,586.41,"C5","3 years","OWN",34000,"Not Verified","No Default","debt_consolidation",24.5,2
"999",491554,10400," 36 months",10.99,340.44,"B2","10+ years","RENT",84000,"Not Verified","No Default","debt_consolidation",13.39,1
"1000",9294,15000," 36 months",12.05,498.58,"C1","8 years","MORTGAGE",35000,"Source Verified","No Default","credit_card",8.71,0
"1001",220753,12000," 36 months",11.14,393.67,"B2","2 years","MORTGAGE",45500,"Verified","No Default","debt_consolidation",14.53,0
"1002",31579,25000," 60 months",17.57,629.01,"D4","n/a","MORTGAGE",62952,"Verified","No Default","debt_consolidation",14.83,0
"1003",264493,15000," 36 months",10.99,491.01,"B3","10+ years","MORTGAGE",57000,"Source Verified","No Default","debt_consolidation",15.45,1
"1004",215487,30000," 60 months",14.31,702.88,"C4","10+ years","MORTGAGE",139874,"Verified","No Default","credit_card",26.99,0
"1005",127281,5000," 36 months",12.69,167.73,"C2","8 years","MORTGAGE",103000,"Verified","No Default","credit_card",12.84,0
"1006",105053,6400," 36 months",9.17,204.03,"B1","7 years","RENT",56000,"Source Verified","No Default","credit_card",12.82,0
"1007",456965,14950," 60 months",16.55,367.94,"D2","3 years","MORTGAGE",45000,"Not Verified","No Default","debt_consolidation",11.39,1
"1008",314850,20000," 60 months",14.65,472.14,"C5","10+ years","RENT",70000,"Source Verified","No Default","credit_card",10.71,0
"1009",459239,12800," 36 months",7.89,400.46,"A5","< 1 year","MORTGAGE",60000,"Verified","No Default","home_improvement",7.96,1
"1010",17704,11025," 60 months",17.86,279.13,"D5","1 year","RENT",24000,"Source Verified","No Default","debt_consolidation",29.8,0
"1011",567600,35000," 36 months",10.99,1145.69,"B3","10+ years","MORTGAGE",90000,"Verified","No Default","credit_card",18.29,0
"1012",280666,35000," 36 months",7.69,1091.78,"A4","8 years","MORTGAGE",285000,"Verified","No Default","debt_consolidation",17.26,0
"1013",47401,8400," 36 months",13.65,285.67,"C1","< 1 year","MORTGAGE",85000,"Source Verified","No Default","credit_card",13.02,1
"1014",255061,10000," 60 months",13.18,228.46,"C3","10+ years","MORTGAGE",82000,"Not Verified","No Default","home_improvement",2.17,0
"1015",407013,10000," 36 months",9.25,319.17,"A5","3 years","OWN",91000,"Not Verified","No Default","credit_card",10.01,0
"1016",365066,10000," 60 months",16.99,248.48,"D3","< 1 year","RENT",34694,"Verified","No Default","debt_consolidation",31.52,0
"1017",217291,12050," 60 months",14.99,286.61,"C5","< 1 year","RENT",36000,"Not Verified","No Default","debt_consolidation",15.73,0
"1018",319629,3325," 36 months",17.97,120.16,"D4","2 years","RENT",57000,"Verified","No Default","debt_consolidation",27.6,1
"1019",408398,23875," 60 months",22.99,672.92,"F2","3 years","MORTGAGE",62886,"Source Verified","No Default","debt_consolidation",18.34,0
"1020",13428,6000," 36 months",11.14,196.84,"B2","1 year","MORTGAGE",110000,"Source Verified","Default","debt_consolidation",14.17,0
"1021",49174,9900," 36 months",12.99,333.53,"B5","6 years","RENT",31200,"Verified","No Default","credit_card",6.85,0
"1022",81685,32350," 60 months",21.15,877.91,"E2","4 years","RENT",3e+05,"Verified","No Default","debt_consolidation",14.48,0
"1023",476146,10000," 36 months",11.48,329.67,"B5","10+ years","MORTGAGE",70000,"Verified","No Default","credit_card",28.27,0
"1024",129530,13050," 60 months",19.99,345.68,"E1","10+ years","MORTGAGE",40000,"Verified","No Default","debt_consolidation",22.71,0
"1025",470035,20000," 60 months",17.57,503.21,"D4","10+ years","MORTGAGE",55000,"Not Verified","No Default","debt_consolidation",31.84,0
"1026",205761,16400," 60 months",15.8,397.08,"C3","1 year","RENT",50000,"Verified","Default","credit_card",14.35,0
"1027",106907,12000," 36 months",6.99,370.48,"A3","2 years","MORTGAGE",114000,"Not Verified","No Default","house",18.99,0
"1028",570583,3000," 36 months",12.69,100.64,"C2","10+ years","OWN",30000,"Verified","No Default","credit_card",15,2
"1029",83368,5575," 36 months",14.64,192.28,"C3","7 years","RENT",44304,"Verified","No Default","debt_consolidation",6.72,0
"1030",93372,16000," 60 months",21.99,441.82,"F1","1 year","RENT",40000,"Source Verified","Default","debt_consolidation",18.03,0
"1031",510192,16000," 36 months",11.99,531.36,"B3","6 years","RENT",59000,"Verified","No Default","credit_card",22.73,0
"1032",316533,5000," 36 months",11.99,166.05,"C1","1 year","RENT",42000,"Source Verified","No Default","small_business",8.91,0
"1033",150503,11100," 36 months",13.11,374.6,"B4","10+ years","RENT",33280,"Verified","No Default","credit_card",30,0
"1034",111530,12500," 36 months",6.62,383.8,"A2","10+ years","OWN",49000,"Not Verified","Default","credit_card",17.41,1
"1035",524075,10000," 60 months",16.99,248.48,"D3","3 years","RENT",41500,"Verified","No Default","debt_consolidation",19.69,0
"1036",495095,18000," 36 months",9.99,580.73,"B3","7 years","MORTGAGE",410000,"Source Verified","No Default","debt_consolidation",8.93,0
"1037",221221,8000," 36 months",10.64,260.55,"B2","10+ years","MORTGAGE",75000,"Not Verified","No Default","debt_consolidation",23.55,0
"1038",516526,1900," 36 months",13.35,64.34,"C2","2 years","MORTGAGE",40000,"Not Verified","No Default","home_improvement",34.17,0
"1039",265343,10000," 36 months",8.9,317.54,"A5","10+ years","MORTGAGE",67500,"Source Verified","No Default","debt_consolidation",15.47,0
