"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"437",19200,19200,19200," 60 months",17.57,"D2","10+ years","MORTGAGE",65000,"Not Verified","Apr-2014","Current","major_purchase","890xx","NV",13.07,2,8,10612,88.4,15,"w",14276.29,14276.29,10144.68,10144.68,4923.71,5220.97,0,0,0,0,"INDIVIDUAL","",0,0,187561
"438",23300,23300,23250," 60 months",16.55,"D2","3 years","RENT",53000,"Not Verified","Nov-2015","Current","debt_consolidation","958xx","CA",31.35,0,6,31418,52,12,"f",23047.9,22998.44,552.03,550.85,252.1,299.93,0,0,0,0,"INDIVIDUAL","",0,0,31418
"439",3000,3000,3000," 36 months",14.99,"C5","3 years","MORTGAGE",40000,"Verified","Jan-2015","Current","other","956xx","CA",11.97,2,9,3726,26.6,13,"f",2220.88,2220.88,1141.39,1141.39,779.12,362.27,0,0,0,0,"INDIVIDUAL","",0,0,169291
"440",6200,6200,6200," 36 months",9.99,"B3","10+ years","RENT",46000,"Source Verified","Nov-2015","Current","credit_card","542xx","WI",30.3,0,17,30297,39.2,30,"w",6051.59,6051.59,194.87,194.87,148.41,46.45,0,0,0,0,"INDIVIDUAL","",0,0,48004
"441",8000,8000,8000," 36 months",8.18,"B1","8 years","MORTGAGE",70000,"Source Verified","Oct-2015","Current","credit_card","559xx","MN",33.52,0,16,21197,31.2,55,"f",7405.49,7405.49,750.44,750.44,594.51,155.93,0,0,0,0,"INDIVIDUAL","",0,0,230120
"442",24000,24000,24000," 36 months",7.89,"A5","2 years","OWN",75000,"Verified","Aug-2015","Current","credit_card","068xx","CT",12.84,0,11,16059,76.5,20,"w",20995.45,20995.45,3767.45,3767.45,3004.55,762.9,0,0,0,0,"INDIVIDUAL","",0,0,141993
"443",2450,2450,2450," 36 months",6.62,"A2","5 years","OWN",36000,"Not Verified","Nov-2012","Fully Paid","debt_consolidation","152xx","PA",28.83,0,7,27445,74.4,16,"f",0,0,2708.03966137,2708.04,2450,258.04,0,0,0,0,"INDIVIDUAL","",0,0,36242
"444",3500,3500,3500," 36 months",9.17,"B1","10+ years","RENT",28000,"Not Verified","Aug-2014","Fully Paid","credit_card","951xx","CA",10.23,0,4,7793,40.4,9,"w",0,0,3759.01,3759.01,3500,259.01,0,0,0,0,"INDIVIDUAL","",0,0,7793
"445",6000,6000,6000," 36 months",13.05,"B5","3 years","RENT",55000,"Not Verified","Aug-2013","Fully Paid","credit_card","336xx","FL",3.64,0,5,5422,64.5,9,"w",0,0,7194.17,7194.17,6000,1194.17,0,0,0,0,"INDIVIDUAL","",0,0,5422
"446",8000,8000,8000," 36 months",11.67,"B4","4 years","RENT",65000,"Verified","Sep-2014","Current","credit_card","937xx","CA",20.99,0,21,12923,14.5,44,"f",4785.4,4785.4,4231.36,4231.36,3214.6,1016.76,0,0,0,0,"INDIVIDUAL","",0,0,45513
"447",8000,8000,8000," 36 months",15.8,"C3","9 years","MORTGAGE",75000,"Not Verified","May-2013","Current","debt_consolidation","442xx","OH",12.64,0,11,22149,92.3,19,"f",1087.49,1087.49,8972.43,8972.43,6912.51,2059.92,0,0,0,0,"INDIVIDUAL","",0,0,22692
"448",24000,24000,24000," 36 months",20.31,"D5","10+ years","MORTGAGE",1e+05,"Verified","Aug-2013","Charged Off","debt_consolidation","631xx","MO",19.32,2,10,28387,94.6,27,"f",0,0,4475.9,4475.9,2530.36,1945.54,0,0,0,0,"INDIVIDUAL","",0,145,215829
"449",21000,21000,21000," 60 months",15.31,"C4","3 years","OWN",115500,"Verified","Feb-2014","Fully Paid","credit_card","019xx","MA",12.05,2,14,33861,91,26,"f",0,0,25842.56,25842.56,21000,4842.56,0,0,0,0,"INDIVIDUAL","",0,0,215083
"450",6175,6175,6175," 36 months",17.86,"D5","2 years","RENT",20000,"Verified","Oct-2015","Current","debt_consolidation","926xx","CA",32.59,0,6,949,19.8,8,"f",5911.24,5911.24,439.49,439.49,263.76,175.73,0,0,0,0,"INDIVIDUAL","",0,0,12387
"451",23000,23000,23000," 36 months",13.67,"C4","< 1 year","RENT",120000,"Source Verified","Nov-2015","Current","small_business","940xx","CA",16.45,1,10,42292,44.3,27,"w",22458.38,22458.38,786.12,786.12,541.62,244.5,0,0,0,0,"INDIVIDUAL","",0,0,78721
"452",24000,24000,24000," 36 months",8.9,"A5","7 years","MORTGAGE",95000,"Not Verified","Apr-2012","Fully Paid","other","871xx","NM",5.85,2,12,14137,16.3,23,"f",0,0,27435.0139669,27435.01,24000,3435.01,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"453",21850,21850,21800," 60 months",11.14,"B2","10+ years","RENT",50000,"Verified","Apr-2013","Current","debt_consolidation","119xx","NY",6.07,0,6,423,3.1,8,"f",11709.9,11683.11,15241.1,15206.21,10140.1,5101,0,0,0,0,"INDIVIDUAL","",0,0,5158
"454",35000,35000,35000," 60 months",16.24,"C5","10+ years","MORTGAGE",102000,"Verified","Jan-2014","Late (31-120 days)","debt_consolidation","705xx","LA",22.12,2,7,15356,92,28,"f",25288.57,25288.57,18822.61,18822.61,9711.43,9111.18,0,0,0,0,"INDIVIDUAL","",0,0,300859
"455",26000,26000,26000," 60 months",17.57,"D4","9 years","MORTGAGE",120000,"Verified","May-2015","Current","small_business","370xx","TN",27.44,1,14,56583,59.8,33,"w",23999.42,23999.42,4528.43,4528.43,2000.58,2527.85,0,0,0,0,"INDIVIDUAL","",0,0,305513
"456",21250,21250,21250," 36 months",8.9,"A5","n/a","OWN",48000,"Verified","Apr-2013","Current","debt_consolidation","617xx","IL",11.75,0,12,22882,32.7,25,"f",2001.34,2001.34,22258.38,22258.38,19248.66,3009.72,0,0,0,0,"INDIVIDUAL","",0,0,22882
"457",5000,5000,5000," 36 months",10.15,"B2","4 years","MORTGAGE",37000,"Source Verified","Oct-2014","Current","credit_card","480xx","MI",22.09,1,7,11596,78.4,16,"f",3099,3099,2439.58,2439.58,1901,538.58,0,0,0,0,"INDIVIDUAL","",0,0,14201
"458",22550,22550,22550," 60 months",17.27,"C5","4 years","MORTGAGE",63400,"Verified","Jun-2013","Current","debt_consolidation","967xx","HI",13.32,0,8,17084,73.1,15,"w",13287.91,13287.91,17475.01,17475.01,9262.09,8212.92,0,0,0,0,"INDIVIDUAL","",0,0,345041
"459",17350,17350,17350," 60 months",15.99,"D2","5 years","OWN",38000,"Not Verified","Jan-2015","Current","credit_card","630xx","MO",22.77,0,7,24330,69.7,15,"w",15107.49,15107.49,4624.72,4624.72,2242.51,2382.21,0,0,0,0,"INDIVIDUAL","",0,0,119726
"460",12300,12300,12300," 36 months",7.62,"A3","10+ years","MORTGAGE",50000,"Verified","Sep-2013","Current","debt_consolidation","232xx","VA",28.63,0,9,15994,69.2,26,"f",2984.31,2984.31,10727.17,10727.17,9315.69,1411.48,0,0,0,0,"INDIVIDUAL","",0,0,195688
"461",15000,15000,15000," 36 months",11.53,"B5","10+ years","MORTGAGE",45000,"Not Verified","Jun-2015","Current","debt_consolidation","600xx","IL",10.4,0,7,4071,28.9,15,"w",12472.94,12472.94,3454.41,3454.41,2527.06,927.35,0,0,0,0,"INDIVIDUAL","",0,0,13140
"462",35000,35000,34950," 36 months",13.35,"C2","10+ years","OWN",78000,"Verified","Aug-2014","Current","credit_card","604xx","IL",17.21,0,5,15662,36.3,9,"f",21147.17,21116.96,18963.2,18936.11,13852.83,5110.37,0,0,0,0,"INDIVIDUAL","",0,0,40126
"463",8000,8000,8000," 36 months",6.92,"A4","n/a","OWN",20000,"Verified","May-2015","Current","credit_card","637xx","MO",27.31,0,4,7938,74.2,20,"w",6571.3,6571.3,1719.42,1719.42,1428.7,290.72,0,0,0,0,"INDIVIDUAL","",0,0,13671
"464",13000,13000,13000," 36 months",7.89,"A5","6 years","MORTGAGE",70000,"Not Verified","Oct-2015","Current","debt_consolidation","967xx","HI",2.18,0,3,6311,90.2,5,"f",12029.91,12029.91,1208.76,1208.76,970.09,238.67,0,0,0,0,"INDIVIDUAL","",0,0,53487
"465",10000,10000,10000," 60 months",14.49,"C4","9 years","MORTGAGE",60000,"Not Verified","May-2014","Current","debt_consolidation","296xx","SC",12.72,0,5,7481,78.7,8,"w",7427.49,7427.49,4704.8,4704.8,2572.51,2132.29,0,0,0,0,"INDIVIDUAL","",0,0,156473
"466",5000,5000,5000," 36 months",11.99,"B5","1 year","MORTGAGE",54000,"Not Verified","Jan-2015","Current","home_improvement","370xx","TN",26.56,0,10,7283,42.1,34,"w",3657.24,3657.24,1823.22,1823.22,1342.76,480.46,0,0,0,0,"INDIVIDUAL","",0,0,19770
"467",25225,25225,25175," 36 months",12.99,"B5","8 years","MORTGAGE",55000,"Source Verified","Feb-2014","Current","credit_card","380xx","TN",14.79,0,8,19484,68.1,23,"f",10984.66,10962.89,18695.82,18658.76,14240.34,4455.48,0,0,0,0,"INDIVIDUAL","",0,0,155177
"468",7000,7000,7000," 36 months",6.92,"A4","< 1 year","RENT",24000,"Not Verified","May-2015","Late (31-120 days)","debt_consolidation","537xx","WI",3.75,0,12,2091,9.4,32,"w",6368.14,6368.14,896.48,896.48,631.86,264.62,0,0,0,0,"INDIVIDUAL","",0,0,50960
"469",10000,10000,10000," 36 months",9.99,"B3","10+ years","MORTGAGE",32000,"Not Verified","Aug-2015","Current","debt_consolidation","462xx","IN",15.53,0,13,4559,62.5,21,"w",9030.46,9030.46,1284.97,1284.97,969.54,315.43,0,0,0,0,"INDIVIDUAL","",0,0,145474
"470",12000,12000,12000," 36 months",7.9,"A4","5 years","RENT",67000,"Not Verified","Oct-2012","Fully Paid","vacation","922xx","CA",0.9,0,3,1229,6.4,6,"f",0,0,13226.7111317,13226.71,12000,1226.71,0,0,0,0,"INDIVIDUAL","",0,0,1229
"471",13500,13500,13500," 36 months",15.61,"D1","1 year","RENT",45000,"Source Verified","Jun-2014","Fully Paid","debt_consolidation","950xx","CA",30.47,0,7,2747,65.4,14,"w",0,0,14794.08,14794.08,13500,1294.08,0,0,0,0,"INDIVIDUAL","",0,0,26737
"472",28000,28000,28000," 60 months",14.47,"C2","10+ years","MORTGAGE",1e+05,"Source Verified","Feb-2014","Current","credit_card","199xx","DE",16.87,1,16,34579,59.3,32,"f",19557.02,19557.02,15142.28,15142.28,8442.98,6699.3,0,0,0,0,"INDIVIDUAL","",0,0,310798
"473",18000,18000,18000," 36 months",20.49,"E1","8 years","MORTGAGE",110000,"Source Verified","Oct-2012","Fully Paid","debt_consolidation","908xx","CA",14.69,2,15,18270,67.4,42,"f",0,0,18410.23,18410.23,18000,410.23,0,0,0,0,"INDIVIDUAL","",0,0,44379
"474",20000,20000,19800," 36 months",7.9,"A4","4 years","RENT",92000,"Source Verified","Dec-2013","Fully Paid","debt_consolidation","054xx","VT",13.12,0,10,22606,73.6,25,"f",0,0,21844.4243084,21625.98,20000,1844.42,0,0,0,0,"INDIVIDUAL","",0,0,55121
"475",13000,13000,13000," 60 months",12.69,"C2","10+ years","MORTGAGE",62000,"Not Verified","Oct-2015","Current","credit_card","461xx","IN",11.89,0,9,14024,32.3,18,"w",12526.23,12526.23,872.06,872.06,473.77,398.29,0,0,0,0,"INDIVIDUAL","",0,0,187469
"476",20000,20000,20000," 36 months",8.39,"A5","10+ years","MORTGAGE",50000,"Source Verified","Oct-2014","Current","credit_card","137xx","NY",20.33,0,12,22195,73.3,28,"w",12271.16,12271.16,9455.1,9455.1,7728.84,1726.26,0,0,0,0,"INDIVIDUAL","",0,0,26043
"477",30000,30000,30000," 36 months",10.99,"B2","10+ years","MORTGAGE",120000,"Verified","Mar-2014","Current","debt_consolidation","996xx","AK",21.14,1,18,8340,10.3,35,"f",13704.82,13704.82,20622.42,20622.42,16295.18,4327.24,0,0,0,0,"INDIVIDUAL","",0,0,263503
"478",7200,7200,7200," 36 months",11.53,"B5","< 1 year","MORTGAGE",23000,"Source Verified","Oct-2015","Current","credit_card","982xx","WA",16.54,1,7,6799,77.3,28,"w",6690.09,6690.09,683.2,683.2,509.91,173.29,0,0,0,0,"INDIVIDUAL","",0,0,25579
"479",25000,25000,25000," 36 months",11.99,"B3","3 years","OWN",120000,"Source Verified","Dec-2013","Current","credit_card","920xx","CA",3.68,1,7,13216,71.8,15,"f",9344.91,9344.91,19925.67,19925.67,15655.09,4270.58,0,0,0,0,"INDIVIDUAL","",0,0,13216
"480",10000,10000,10000," 36 months",12.12,"B3","10+ years","MORTGAGE",65000,"Source Verified","Apr-2013","In Grace Period","credit_card","846xx","UT",18.37,0,16,15467,45.7,36,"f",1320.58,1320.58,10645.28,10645.28,8679.42,1965.86,0,0,0,0,"INDIVIDUAL","",0,0,179503
"481",18025,18025,18025," 60 months",20.99,"E5","5 years","MORTGAGE",41000,"Verified","Nov-2015","Current","debt_consolidation","380xx","TN",32.9,1,20,8658,31.1,60,"f",17852.75,17852.75,592.63,592.63,172.25,420.38,0,0,0,0,"INDIVIDUAL","",0,0,155117
"482",17100,17100,17100," 60 months",10.49,"B3","10+ years","MORTGAGE",55000,"Source Verified","Nov-2014","Current","debt_consolidation","390xx","MS",24.15,0,8,7757,58.8,40,"w",13868.56,13868.56,5124.65,5124.65,3231.44,1893.21,0,0,0,0,"INDIVIDUAL","",0,0,148072
"483",23200,23200,23200," 60 months",14.99,"C5","7 years","RENT",115000,"Source Verified","May-2014","Current","debt_consolidation","381xx","TN",6.88,0,6,20887,74.6,30,"w",17620.61,17620.61,10484.39,10484.39,5579.39,4905,0,0,0,0,"INDIVIDUAL","",0,0,20887
"484",4000,4000,4000," 36 months",9.99,"B3","2 years","RENT",35000,"Not Verified","Jul-2015","Current","debt_consolidation","853xx","AZ",22.63,0,11,3255,38.3,33,"w",3413.41,3413.41,769.86,769.86,586.59,183.27,0,0,0,0,"INDIVIDUAL","",0,0,9019
"485",20000,20000,19950," 60 months",19.99,"E4","10+ years","MORTGAGE",75000,"Source Verified","Oct-2015","Current","debt_consolidation","440xx","OH",25.07,0,5,6478,76.2,23,"w",19603.52,19554.51,1037.33,1034.74,396.48,640.85,0,0,0,0,"INDIVIDUAL","",0,0,55014
"486",8000,8000,8000," 36 months",9.17,"B2","9 years","MORTGAGE",30000,"Source Verified","Jul-2015","Current","debt_consolidation","750xx","TX",26.08,0,14,5979,35.2,26,"f",6814.11,6814.11,1526.16,1526.16,1185.89,340.27,0,0,0,0,"INDIVIDUAL","",0,626,19831
"487",7000,7000,7000," 36 months",12.59,"C2","2 years","RENT",60000,"Source Verified","Nov-2015","Current","debt_consolidation","774xx","TX",20.48,0,9,3768,59.8,17,"w",6676.23,6676.23,464.06,464.06,323.77,140.29,0,0,0,0,"INDIVIDUAL","",0,0,98389
"488",13900,13900,13900," 60 months",19.99,"E4","n/a","OWN",27814.8,"Verified","Sep-2015","Current","debt_consolidation","284xx","NC",30.47,0,5,26709,91.2,18,"w",13339.63,13339.63,1434.17,1434.17,560.37,873.8,0,0,0,0,"INDIVIDUAL","",0,0,26709
"489",10000,10000,10000," 36 months",17.57,"D4","10+ years","MORTGAGE",95000,"Verified","Aug-2015","Current","other","185xx","PA",29.07,1,14,56651,83.2,22,"w",9129.25,9129.25,1427.76,1427.76,870.75,557.01,0,0,0,0,"INDIVIDUAL","",0,0,153111
"490",20000,20000,20000," 60 months",17.57,"D4","10+ years","MORTGAGE",54000,"Source Verified","Jun-2015","Current","debt_consolidation","604xx","IL",22.38,2,17,56976,32.3,28,"f",18461.08,18461.08,3502.95,3502.95,1538.92,1964.03,0,0,0,0,"INDIVIDUAL","",0,0,85569
"491",20000,20000,20000," 36 months",15.61,"D1","n/a","MORTGAGE",73400,"Verified","Oct-2014","Current","credit_card","180xx","PA",29.82,1,19,26552,50,32,"w",12778.03,12778.03,10489.5,10489.5,7221.97,3267.53,0,0,0,0,"INDIVIDUAL","",0,0,182917
"492",20000,20000,19900," 36 months",6.92,"A4","9 years","RENT",60000,"Source Verified","Apr-2015","Current","debt_consolidation","222xx","VA",22.12,0,8,31295,65.9,31,"f",15381.1,15304.2,5597.51,5569.52,4618.9,978.61,0,0,0,0,"INDIVIDUAL","",0,0,248236
"493",10000,10000,10000," 36 months",7.12,"A3","4 years","MORTGAGE",50000,"Not Verified","Oct-2014","Fully Paid","credit_card","981xx","WA",14.89,0,20,9549,57.5,33,"w",0,0,10572.46,10572.46,10000,572.46,0,0,0,0,"INDIVIDUAL","",0,0,197572
"494",6500,6500,6500," 36 months",7.89,"A5","10+ years","MORTGAGE",54000,"Source Verified","Mar-2015","Current","debt_consolidation","207xx","MD",20.18,0,10,26,0.1,20,"f",5015.79,5015.79,1827.39,1827.39,1484.21,343.18,0,0,0,0,"INDIVIDUAL","",0,0,206940
"495",15850,15850,15850," 60 months",21.48,"E2","< 1 year","RENT",45000,"Source Verified","Dec-2013","Current","debt_consolidation","981xx","WA",34.22,0,22,18533,76,33,"f",11421.18,11421.18,10441.39,10441.39,4428.82,6012.57,0,0,0,0,"INDIVIDUAL","",0,0,47734
"496",25000,25000,25000," 36 months",6.24,"A2","10+ years","RENT",140000,"Verified","Jul-2015","Current","debt_consolidation","919xx","CA",12.23,0,20,23012,23.3,36,"f",21800.5,21800.5,3807.73,3807.73,3199.5,608.23,0,0,0,0,"INDIVIDUAL","",0,0,53594
"497",25000,25000,24600," 60 months",11.71,"B3","10+ years","MORTGAGE",75000,"Verified","Nov-2011","Fully Paid","debt_consolidation","604xx","IL",13.42,0,5,18591,37.9,19,"f",0,0,29255.92,28787.72,25000,4255.92,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"498",10000,10000,10000," 36 months",17.56,"D1","2 years","MORTGAGE",211000,"Verified","Aug-2013","Current","vacation","708xx","LA",21.55,1,10,19478,95,26,"f",2695.74,2695.74,10058.12,10058.12,7304.26,2753.86,0,0,0,0,"INDIVIDUAL","",0,0,640811
"499",12000,12000,12000," 36 months",12.69,"C2","1 year","MORTGAGE",50000,"Source Verified","Apr-2015","Current","home_improvement","706xx","LA",9.31,0,7,7092,70.9,9,"f",9411.67,9411.67,3614.4,3614.4,2588.33,1026.07,0,0,0,0,"INDIVIDUAL","",0,0,64176
"500",25000,25000,25000," 60 months",13.98,"C3","10+ years","OWN",150000,"Source Verified","Sep-2014","Current","debt_consolidation","109xx","NY",21.04,0,10,11191,63.6,30,"w",20273.45,20273.45,8721.75,8721.75,4726.55,3995.2,0,0,0,0,"INDIVIDUAL","",0,0,103938
"501",8125,8125,8125," 36 months",6.03,"A1","< 1 year","RENT",110000,"Not Verified","Jun-2014","Current","credit_card","941xx","CA",2.59,0,7,11093,29,10,"f",4019.66,4019.66,4698.51,4698.51,4105.34,593.17,0,0,0,0,"INDIVIDUAL","",0,0,110419
"502",28000,28000,28000," 60 months",12.12,"B3","10+ years","MORTGAGE",90000,"Source Verified","Mar-2013","Current","debt_consolidation","078xx","NJ",13.24,1,16,15935,54.6,32,"f",11651.75,11651.75,23520.51,23520.51,16348.25,7172.26,0,0,0,0,"INDIVIDUAL","",0,0,328421
"503",9800,9800,9800," 36 months",9.17,"B2","3 years","MORTGAGE",81807,"Source Verified","Dec-2015","Current","debt_consolidation","946xx","CA",20.18,0,4,31590,96,9,"f",9562.47,9562.47,302.43,302.43,237.53,64.9,0,0,0,0,"INDIVIDUAL","",0,74,95499
"504",10000,10000,10000," 36 months",17.57,"D4","n/a","MORTGAGE",25000,"Verified","Jun-2014","Charged Off","debt_consolidation","295xx","SC",21.03,1,19,11393,22.8,38,"w",0,0,3593.8,3593.8,2275.57,1318.23,0,0,0,0,"INDIVIDUAL","",0,423,123725
"505",17475,17475,17475," 36 months",17.57,"D4","6 years","MORTGAGE",96000,"Not Verified","Jul-2015","Current","debt_consolidation","601xx","IL",7.94,0,10,10310,79,11,"w",15559.02,15559.02,3122.94,3122.94,1915.98,1206.96,0,0,0,1,"INDIVIDUAL","",0,60,267141
"506",8800,8800,8800," 36 months",17.86,"D5","10+ years","MORTGAGE",87000,"Verified","Dec-2014","Current","debt_consolidation","641xx","MO",23.48,0,9,36245,100.1,12,"f",6368.66,6368.66,3801.63,3801.63,2431.34,1370.29,0,0,0,0,"INDIVIDUAL","",0,0,62099
"507",5000,5000,5000," 36 months",13.98,"C1","10+ years","OWN",80000,"Verified","Dec-2013","Fully Paid","home_improvement","191xx","PA",3.63,1,12,7756,45.9,43,"f",0,0,5513.68717854,5513.69,5000,513.69,0,0,0,0,"INDIVIDUAL","",0,0,14435
"508",21000,21000,21000," 60 months",21.49,"E3","7 years","MORTGAGE",61000,"Verified","Apr-2013","Current","home_improvement","648xx","MO",13.53,1,7,10272,95.1,19,"f",12553.01,12553.01,18360.72,18360.72,8446.99,9913.73,0,0,0,0,"INDIVIDUAL","",0,0,108961
"509",5800,5800,5800," 36 months",11.99,"B3","9 years","RENT",63000,"Source Verified","Dec-2013","Current","debt_consolidation","750xx","TX",13.83,0,5,5712,89.2,16,"w",1127.35,1127.35,5622.88,5622.88,4672.65,950.23,0,0,0,0,"INDIVIDUAL","",0,0,47330
"510",35000,35000,34950," 60 months",9.99,"B3","10+ years","MORTGAGE",155100,"Source Verified","Dec-2015","Current","credit_card","790xx","TX",16.47,1,9,42684,62.6,17,"w",34547.9,34498.54,811.47,810.31,452.1,359.37,0,0,0,0,"INDIVIDUAL","",0,0,368885
"511",9000,9000,9000," 36 months",13.11,"B4","< 1 year","RENT",60000,"Not Verified","Jan-2013","Fully Paid","debt_consolidation","606xx","IL",11.64,2,8,2730,18.2,16,"f",0,0,10933.957218,10933.96,9000,1933.96,0,0,0,0,"INDIVIDUAL","",0,0,15484
"512",20950,20950,20950," 60 months",24.99,"F4","4 years","RENT",50000,"Verified","Aug-2014","Current","debt_consolidation","114xx","NY",19.92,0,13,34960,72.1,18,"w",17353.13,17353.13,10451.43,10451.43,3596.87,6854.56,0,0,0,0,"INDIVIDUAL","",0,0,34960
"513",12000,12000,12000," 36 months",12.12,"B3","6 years","OWN",56000,"Not Verified","Sep-2012","Fully Paid","debt_consolidation","573xx","SD",20.74,0,14,27969,76.2,26,"f",0,0,14023.7864409,14023.79,12000,2023.79,0,0,0,0,"INDIVIDUAL","",0,0,81761
"514",8000,8000,8000," 36 months",13.18,"C3","2 years","RENT",16000,"Not Verified","Nov-2015","Current","credit_card","601xx","IL",27.08,2,9,13944,67.7,16,"w",7817.62,7817.62,258.53,258.53,182.38,76.15,0,0,0,0,"INDIVIDUAL","",0,0,28295
"515",10425,10425,10425," 60 months",22.45,"E5","10+ years","MORTGAGE",60000,"Verified","Mar-2014","Current","home_improvement","553xx","MN",26.26,0,16,7042,37.9,39,"w",7993.93,7993.93,6102.81,6102.81,2431.07,3671.74,0,0,0,0,"INDIVIDUAL","",0,0,286140
"516",14000,14000,14000," 60 months",14.65,"C5","10+ years","RENT",42000,"Verified","Oct-2015","Current","debt_consolidation","355xx","AL",9.51,0,7,7372,66.4,28,"w",13678.89,13678.89,695.18,695.18,321.11,374.07,0,0,0,0,"INDIVIDUAL","",0,0,7372
"517",27000,27000,27000," 60 months",10.64,"B4","7 years","MORTGAGE",88000,"Not Verified","Dec-2015","Current","debt_consolidation","397xx","MS",6.42,0,6,5704,42.6,16,"w",26657.19,26657.19,566.25,566.25,342.81,223.44,0,0,0,0,"INDIVIDUAL","",0,0,234823
"518",25000,25000,25000," 36 months",6.62,"A2","< 1 year","MORTGAGE",110000,"Not Verified","Apr-2014","Fully Paid","credit_card","705xx","LA",22.46,0,10,10473,72.7,29,"w",0,0,26683.48,26683.48,25000,1683.48,0,0,0,0,"INDIVIDUAL","",0,146,363430
"519",10000,10000,9900," 36 months",13.53,"B5","10+ years","MORTGAGE",65000,"Not Verified","Jan-2014","Current","debt_consolidation","151xx","PA",20.41,2,11,9348,68.2,26,"f",4084.75,4043.91,7807.19,7729.11,5915.25,1891.94,0,0,0,0,"INDIVIDUAL","",0,0,92708
"520",15000,15000,15000," 36 months",12.39,"C1","< 1 year","MORTGAGE",52000,"Not Verified","Dec-2014","Current","debt_consolidation","177xx","PA",9.53,2,6,7282,64.4,7,"f",10210.52,10210.52,6492.61,6492.61,4789.48,1703.13,0,0,0,0,"INDIVIDUAL","",0,0,114762
"521",10000,10000,10000," 60 months",12.59,"C2","10+ years","MORTGAGE",39000,"Not Verified","Nov-2015","Current","debt_consolidation","349xx","FL",22.43,1,10,4855,30.3,34,"w",9879.48,9879.48,218.45,218.45,120.52,97.93,0,0,0,0,"INDIVIDUAL","",0,1092,162315
"522",28000,28000,27925," 36 months",9.71,"B1","9 years","MORTGAGE",206000,"Verified","Aug-2013","Fully Paid","debt_consolidation","294xx","SC",3.87,1,4,15802,43.3,28,"f",0,0,30347.7744799,30266.5,28000,2347.77,0,0,0,0,"INDIVIDUAL","",0,0,29715
"523",5000,5000,5000," 36 months",12.39,"C1","10+ years","RENT",33000,"Not Verified","Jan-2015","Current","debt_consolidation","087xx","NJ",14.55,2,8,4031,40.3,14,"f",3533.98,3533.98,1997.24,1997.24,1466.02,531.22,0,0,0,0,"INDIVIDUAL","",0,140,5150
